2026-06-24 07:03:32 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-24T07:03:32.246392", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:28:46 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:28:46.121070", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:28:57 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:28:57.566141", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:29:10 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:29:10.052033", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:29:27 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:29:27.887911", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:29:41 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:29:41.527090", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:29:48 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:29:48.506819", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:29:55 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:29:55.332817", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:30:06 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:30:06.772057", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:30:18 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:30:18.159629", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:30:24 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:30:24.819120", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:30:40 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:30:40.177635", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:30:55 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:30:55.412488", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:31:04 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:31:04.359136", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:31:11 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:31:11.097006", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:31:23 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:31:23.416729", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:31:34 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:31:34.419273", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:31:41 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:31:41.608008", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:31:57 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:31:57.191614", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:32:09 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:32:09.795556", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:32:17 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:32:17.945274", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:32:25 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:32:25.051873", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:32:41 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:32:41.629640", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:32:54 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:32:54.916342", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:33:00 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:33:00.508655", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:33:12 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:33:12.358827", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:33:22 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:33:22.704507", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:33:29 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:33:29.426973", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:33:36 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:33:36.150888", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:33:46 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:33:46.471402", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:33:57 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:33:57.462548", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:34:04 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:34:04.319364", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:34:13 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:34:13.405370", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:34:22 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:34:22.595655", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:34:29 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:34:29.180240", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:34:36 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:34:36.734808", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:35:08 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:35:08.263455", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:35:20 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:35:20.782810", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 18:37:10 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T18:37:10.818258", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:37:14 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:37:14.956613", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:37:21 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:37:21.771593", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:38:44 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:38:44.896352", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:47:49 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:47:49.705461", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:47:55 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:47:55.713008", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:03 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:03.580808", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:04 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:04.726813", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:12 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:12.767463", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:15 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:15.455155", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:18 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:18.808390", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:26 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:26.952713", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:36 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:36.928806", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:48:39 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:48:39.056492", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:50:06 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:50:06.222437", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:58:04 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:58:04.316658", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:58:25 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:58:25.194181", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:58:39 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:58:39.539101", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 19:58:53 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T19:58:53.330879", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:21:42 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:21:42.250823", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:21:49 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:21:49.499980", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:01 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:01.417259", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:03 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:03.774196", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:10 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:10.198410", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:18 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:18.768241", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:20 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:20.522381", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:28 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:28.973472", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:30 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:30.986273", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:33 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:33.968051", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
2026-06-30 20:22:35 | INFO | AI API Call [SUCCESS] | Function: application_startup | Model: system | Duration: 0.000s | Data: {"function": "application_startup", "model": "system", "duration_seconds": 0, "success": true, "timestamp": "2026-06-30T20:22:35.460215", "app_name": "AI-Assisted Regulatory Submission Builder", "app_version": "1.0.0", "upload_dir": "./uploads", "templates_dir": "./templates/imdrf"}
